product_id,product_name,category,brand,price,cost,stock_quantity,supplier,date_Added,last_sold_date,status
95,PowerBlaster,cruiser,Bianchi,2.99,66.96,334,ABC Suppliers,4/27/2021,9/22/2025,Available
96,MegaGizmo,hybrid,Trek,2.79,446.07,288,ABC Suppliers,5/22/2017,6/5/2025,Out of Stock
97,PowerBlaster,mountain,Giant,14.99,286.03,42,ABC Suppliers,9/21/2015,8/23/2025,Out of Stock
98,SuperWidget,hybrid,Cannondale,99.99,30.1,218,XYZ Company,6/12/2018,12/29/2025,Available
99,TechMaster,road,Bianchi,3.49,521.33,347,ABC Suppliers,6/18/2017,10/20/2025,Available
100,UltraThing,road,Specialized,19.99,441.31,550,XYZ Company,9/29/2014,2/1/2026,Available
101,SuperWidget,BMX,Scott,12.99,193.8,343,123 Distributors,12/11/2021,11/13/2025,Available
102,SuperWidget,BMX,Bianchi,2.99,640.01,573,ABC Suppliers,12/2/2020,9/3/2025,Out of Stock
103,TechMaster,mountain,Bianchi,2.49,415.89,218,XYZ Company,1/5/2015,8/8/2025,Available
104,SuperWidget,cruiser,Specialized,39.99,726.98,40,123 Distributors,12/4/2014,8/19/2025,Out of Stock
105,UltraThing,hybrid,Cannondale,4.19,616.32,739,123 Distributors,5/11/2016,6/6/2025,Out of Stock
106,PowerBlaster,road,Scott,10.99,6.23,379,Best Deals Inc.,11/13/2014,11/6/2025,Out of Stock
107,SuperWidget,mountain,Scott,24.99,201.19,525,Best Deals Inc.,8/17/2014,8/27/2025,Available
108,MegaGizmo,cruiser,Specialized,4.99,27.43,121,XYZ Company,9/15/2012,1/5/2026,Discontinued
109,PowerBlaster,road,Specialized,8.99,938.05,71,XYZ Company,6/22/2021,12/4/2025,Out of Stock
110,UltraThing,BMX,Giant,6.49,949.56,757,Best Deals Inc.,4/25/2021,1/24/2026,Available
111,UltraThing,road,Giant,34.99,966.92,404,Best Deals Inc.,7/20/2014,1/12/2026,Discontinued
112,PowerBlaster,hybrid,Cannondale,49.99,485.77,987,123 Distributors,2/11/2020,8/4/2025,Available
113,UltraThing,BMX,Giant,22.99,436.29,863,123 Distributors,11/25/2020,4/24/2026,Discontinued
114,TechMaster,road,Specialized,19.99,257.42,403,123 Distributors,8/1/2017,1/1/2026,Out of Stock
115,PowerBlaster,cruiser,Specialized,24.99,248.75,893,Best Deals Inc.,10/11/2013,10/26/2025,Out of Stock
116,UltraThing,cruiser,Giant,5.49,927.98,242,ABC Suppliers,10/5/2012,3/5/2026,Available
117,TechMaster,road,Scott,3.29,297.05,829,Best Deals Inc.,1/19/2015,5/14/2025,Out of Stock
118,SuperWidget,mountain,Trek,79.99,209.58,918,Best Deals Inc.,6/25/2021,9/14/2025,Discontinued
119,SuperWidget,BMX,Trek,4.99,300.94,414,123 Distributors,8/1/2018,2/17/2026,Available
120,TechMaster,hybrid,Specialized,1.99,788.26,708,ABC Suppliers,6/1/2020,5/23/2025,Available
121,PowerBlaster,mountain,Specialized,2.99,28.9,782,XYZ Company,10/21/2010,11/4/2025,Out of Stock
122,TechMaster,BMX,Bianchi,299.99,459.55,874,Best Deals Inc.,11/22/2020,1/9/2026,Discontinued
123,PowerBlaster,hybrid,Specialized,4.99,483.6,985,123 Distributors,12/5/2020,7/2/2025,Discontinued
124,PowerBlaster,BMX,Cannondale,79.99,953.15,419,123 Distributors,9/2/2012,7/27/2025,Available
125,MegaGizmo,cruiser,Cannondale,15.99,604.04,988,ABC Suppliers,5/22/2021,11/6/2025,Out of Stock
126,TechMaster,mountain,Cannondale,7.99,268.12,74,XYZ Company,10/25/2011,10/24/2025,Discontinued
127,SuperWidget,hybrid,Cannondale,2.99,519.56,786,Best Deals Inc.,8/26/2020,10/9/2025,Out of Stock
128,TechMaster,hybrid,Bianchi,1.99,949.26,701,XYZ Company,10/21/2012,7/4/2025,Available
129,TechMaster,mountain,Cannondale,12.99,670.01,480,Best Deals Inc.,2/22/2011,6/24/2025,Available
130,UltraThing,cruiser,Bianchi,3.99,157.38,703,Best Deals Inc.,5/5/2017,5/9/2025,Discontinued
131,MegaGizmo,cruiser,Giant,3.49,187.36,992,ABC Suppliers,5/3/2015,10/30/2025,Available
132,UltraThing,hybrid,Specialized,49.99,17.67,371,XYZ Company,9/26/2016,11/16/2025,Discontinued
133,UltraThing,road,Scott,49.99,397.5,652,XYZ Company,4/17/2013,9/15/2025,Out of Stock
134,TechMaster,cruiser,Trek,3.99,511.94,151,123 Distributors,11/3/2016,12/21/2025,Discontinued
135,MegaGizmo,cruiser,Specialized,12.99,851.38,225,Best Deals Inc.,3/13/2016,6/5/2025,Discontinued
136,UltraThing,mountain,Specialized,28.99,93.06,477,ABC Suppliers,7/7/2017,8/18/2025,Out of Stock
137,MegaGizmo,cruiser,Specialized,4.19,464.85,377,123 Distributors,8/22/2010,5/3/2025,Discontinued
138,PowerBlaster,hybrid,Specialized,22.99,826.53,766,Best Deals Inc.,10/23/2015,1/6/2026,Out of Stock
139,TechMaster,mountain,Bianchi,3.49,874.34,902,Best Deals Inc.,9/1/2021,5/21/2025,Out of Stock
140,PowerBlaster,hybrid,Trek,29.99,31.74,130,123 Distributors,1/16/2020,12/26/2025,Available
141,PowerBlaster,hybrid,Trek,2.49,977.76,160,Best Deals Inc.,9/19/2019,9/26/2025,Out of Stock
142,MegaGizmo,cruiser,Bianchi,22.99,806.55,625,Best Deals Inc.,8/10/2019,10/6/2025,Discontinued
143,PowerBlaster,mountain,Giant,10.99,630.53,700,ABC Suppliers,11/21/2010,9/19/2025,Discontinued
144,SuperWidget,road,Giant,4.99,1.36,300,Best Deals Inc.,1/13/2010,9/29/2025,Out of Stock
145,PowerBlaster,road,Specialized,199.99,6.27,888,123 Distributors,10/1/2021,3/11/2026,Available
146,PowerBlaster,cruiser,Cannondale,2.99,328.31,895,Best Deals Inc.,10/2/2011,10/22/2025,Available
147,SuperWidget,mountain,Bianchi,24.99,431.53,360,123 Distributors,10/30/2018,3/23/2026,Out of Stock
148,MegaGizmo,hybrid,Scott,29.99,318.66,8,Best Deals Inc.,2/14/2021,6/13/2025,Out of Stock
149,UltraThing,mountain,Specialized,3.49,990.15,936,123 Distributors,12/22/2015,4/6/2026,Discontinued
150,SuperWidget,mountain,Giant,29.99,716.23,704,Best Deals Inc.,7/6/2020,10/20/2025,Out of Stock
151,UltraThing,mountain,Trek,3.99,348.47,927,XYZ Company,3/25/2013,8/15/2025,Discontinued
152,MegaGizmo,hybrid,Specialized,24.99,775.27,76,123 Distributors,7/30/2020,8/11/2025,Available
153,PowerBlaster,road,Bianchi,44.99,456.19,208,XYZ Company,11/9/2021,10/27/2025,Available
154,PowerBlaster,BMX,Giant,5.49,608.95,779,XYZ Company,4/7/2018,1/27/2026,Available
155,TechMaster,road,Trek,2.99,173.4,378,ABC Suppliers,9/13/2010,10/13/2025,Available
156,TechMaster,hybrid,Specialized,3.49,688.34,960,ABC Suppliers,8/26/2019,7/18/2025,Discontinued
157,PowerBlaster,BMX,Giant,39.99,96.47,1,ABC Suppliers,1/17/2015,11/3/2025,Out of Stock
158,PowerBlaster,hybrid,Specialized,39.99,667.59,600,Best Deals Inc.,8/22/2021,8/30/2025,Discontinued
159,UltraThing,road,Scott,2.99,201.5,488,123 Distributors,8/26/2011,12/4/2025,Discontinued
160,SuperWidget,cruiser,Trek,15.99,591.14,858,XYZ Company,6/11/2011,2/18/2026,Available
161,PowerBlaster,road,Cannondale,4.29,683.48,713,XYZ Company,1/23/2015,9/3/2025,Available
162,PowerBlaster,BMX,Specialized,6.49,863.1,58,123 Distributors,8/21/2014,7/13/2025,Out of Stock
163,SuperWidget,mountain,Specialized,2.99,800.43,824,XYZ Company,10/10/2016,4/23/2026,Out of Stock
164,PowerBlaster,BMX,Specialized,24.99,628.55,952,123 Distributors,5/6/2012,11/7/2025,Discontinued
165,SuperWidget,cruiser,Giant,39.99,390.65,10,Best Deals Inc.,4/23/2013,7/20/2025,Out of Stock
166,UltraThing,cruiser,Bianchi,3.99,713.55,237,123 Distributors,2/9/2020,4/7/2026,Discontinued
167,UltraThing,road,Specialized,14.99,244.21,289,XYZ Company,6/22/2011,11/29/2025,Out of Stock
168,SuperWidget,road,Trek,24.99,790.17,196,XYZ Company,1/7/2020,4/1/2026,Available
169,PowerBlaster,cruiser,Cannondale,39.99,505.76,175,Best Deals Inc.,5/14/2019,3/20/2026,Discontinued
170,UltraThing,mountain,Specialized,19.99,948.15,970,Best Deals Inc.,12/6/2019,3/11/2026,Available
171,PowerBlaster,road,Scott,89.99,328.3,700,ABC Suppliers,11/11/2014,5/4/2025,Available
172,UltraThing,hybrid,Giant,3.29,819.08,408,XYZ Company,10/31/2019,7/18/2025,Out of Stock
173,TechMaster,road,Giant,18.99,72.61,481,XYZ Company,9/2/2010,8/16/2025,Available
174,MegaGizmo,BMX,Giant,59.99,175.31,918,123 Distributors,2/15/2019,6/5/2025,Discontinued
175,UltraThing,cruiser,Trek,39.99,608.43,699,Best Deals Inc.,6/8/2015,7/23/2025,Discontinued
176,UltraThing,BMX,Giant,39.99,654.14,797,Best Deals Inc.,3/18/2015,8/9/2025,Available
177,SuperWidget,mountain,Giant,5.99,841.52,233,XYZ Company,8/16/2012,9/16/2025,Discontinued
178,MegaGizmo,road,Trek,34.99,903.63,888,123 Distributors,6/2/2020,12/16/2025,Available
179,MegaGizmo,BMX,Trek,4.29,186.12,315,Best Deals Inc.,12/12/2017,12/30/2025,Out of Stock
180,SuperWidget,road,Specialized,4.99,937.98,14,Best Deals Inc.,11/29/2018,5/4/2025,Discontinued
181,PowerBlaster,cruiser,Trek,79.99,999.22,359,XYZ Company,9/27/2014,2/21/2026,Out of Stock
182,PowerBlaster,road,Bianchi,29.99,234.92,40,XYZ Company,11/10/2019,2/5/2026,Discontinued
183,MegaGizmo,mountain,Specialized,3.49,586.99,252,XYZ Company,12/19/2018,2/4/2026,Available
184,TechMaster,hybrid,Bianchi,2.49,800.7,574,123 Distributors,9/4/2010,6/29/2025,Discontinued
185,MegaGizmo,mountain,Scott,2.79,344.32,402,XYZ Company,10/25/2019,4/25/2026,Out of Stock
186,SuperWidget,road,Giant,2.99,869.36,878,Best Deals Inc.,6/3/2018,4/25/2026,Available
187,PowerBlaster,BMX,Bianchi,2.29,173.22,904,Best Deals Inc.,9/8/2011,9/22/2025,Out of Stock
188,MegaGizmo,BMX,Cannondale,3.99,150.24,872,ABC Suppliers,5/5/2020,11/22/2025,Available
189,SuperWidget,cruiser,Specialized,99.99,734.03,947,Best Deals Inc.,3/1/2014,11/7/2025,Available
190,SuperWidget,BMX,Specialized,8.99,171.55,853,XYZ Company,8/7/2016,11/6/2025,Discontinued
191,UltraThing,hybrid,Scott,89.99,696.24,211,ABC Suppliers,7/9/2018,1/16/2026,Discontinued
192,UltraThing,hybrid,Scott,15.99,418.21,177,123 Distributors,12/14/2018,4/22/2026,Out of Stock
193,SuperWidget,road,Specialized,3.89,130.89,644,ABC Suppliers,10/18/2013,11/18/2025,Available
194,SuperWidget,cruiser,Specialized,6.49,690.37,548,Best Deals Inc.,6/16/2018,11/9/2025,Out of Stock
195,MegaGizmo,BMX,Bianchi,2.99,72.04,666,ABC Suppliers,3/11/2021,3/28/2026,Out of Stock
196,TechMaster,road,Bianchi,2.99,737.88,40,123 Distributors,9/24/2017,5/21/2025,Out of Stock
197,PowerBlaster,cruiser,Specialized,49.99,288.07,699,XYZ Company,8/27/2017,11/11/2025,Discontinued
198,UltraThing,hybrid,Trek,7.99,89.82,846,XYZ Company,11/13/2013,7/2/2025,Out of Stock
199,SuperWidget,hybrid,Giant,8.49,310.28,836,XYZ Company,7/19/2020,9/25/2025,Out of Stock
200,MegaGizmo,BMX,Giant,59.99,476.76,620,ABC Suppliers,11/28/2014,8/5/2025,Available
201,MegaGizmo,hybrid,Bianchi,4.29,116.54,223,Best Deals Inc.,4/21/2010,8/15/2025,Available
202,SuperWidget,mountain,Scott,6.99,527.56,971,ABC Suppliers,6/9/2020,7/21/2025,Out of Stock
203,UltraThing,hybrid,Bianchi,39.99,610.03,369,ABC Suppliers,11/10/2011,8/20/2025,Out of Stock
204,MegaGizmo,mountain,Scott,14.99,58.8,601,ABC Suppliers,8/21/2015,9/22/2025,Available
205,MegaGizmo,hybrid,Giant,24.99,954.72,852,Best Deals Inc.,1/28/2021,12/1/2025,Discontinued
206,MegaGizmo,BMX,Specialized,19.99,22.19,81,Best Deals Inc.,8/9/2015,12/27/2025,Available
207,SuperWidget,mountain,Bianchi,15.99,633.15,869,ABC Suppliers,4/2/2012,7/7/2025,Discontinued
208,MegaGizmo,cruiser,Specialized,2.49,199.15,924,ABC Suppliers,7/29/2014,3/15/2026,Out of Stock
209,UltraThing,cruiser,Trek,5.49,786.22,162,XYZ Company,8/1/2018,8/11/2025,Available
210,SuperWidget,mountain,Scott,24.99,366.27,923,XYZ Company,9/26/2017,3/21/2026,Out of Stock
211,UltraThing,cruiser,Specialized,89,929.96,237,ABC Suppliers,11/4/2011,2/26/2026,Discontinued
212,PowerBlaster,mountain,Scott,39.99,383.92,377,Best Deals Inc.,10/7/2016,9/5/2025,Out of Stock
213,MegaGizmo,road,Trek,19.99,643.39,611,123 Distributors,4/2/2010,10/24/2025,Discontinued
214,UltraThing,BMX,Cannondale,3.49,218.89,495,ABC Suppliers,1/14/2014,1/30/2026,Discontinued
215,SuperWidget,road,Bianchi,39.99,28.68,618,123 Distributors,9/4/2014,8/13/2025,Available
216,PowerBlaster,BMX,Scott,5.49,874.24,645,ABC Suppliers,6/9/2012,10/20/2025,Discontinued
217,PowerBlaster,cruiser,Scott,3.49,615.21,741,ABC Suppliers,12/19/2011,4/11/2026,Out of Stock
218,PowerBlaster,BMX,Bianchi,4.59,586.98,922,Best Deals Inc.,6/17/2015,6/29/2025,Out of Stock
219,MegaGizmo,road,Scott,22.99,542.73,133,Best Deals Inc.,8/13/2014,12/4/2025,Available
220,TechMaster,road,Bianchi,34.99,954.13,586,123 Distributors,3/1/2020,2/19/2026,Available
221,TechMaster,mountain,Scott,14.99,296.74,571,123 Distributors,4/28/2014,3/30/2026,Available
222,TechMaster,BMX,Scott,3.99,947.64,675,Best Deals Inc.,11/16/2011,11/12/2025,Discontinued
223,MegaGizmo,road,Cannondale,3.29,125.7,138,XYZ Company,2/10/2020,4/11/2026,Out of Stock
224,TechMaster,cruiser,Giant,34.99,653.57,720,123 Distributors,1/16/2021,7/30/2025,Out of Stock
225,SuperWidget,road,Specialized,6.49,864.83,327,ABC Suppliers,9/29/2020,9/4/2025,Available
226,UltraThing,cruiser,Scott,49.99,966.09,118,123 Distributors,10/17/2010,11/12/2025,Discontinued
227,SuperWidget,cruiser,Scott,29.99,600.89,307,Best Deals Inc.,7/19/2015,10/7/2025,Discontinued
228,SuperWidget,road,Trek,49.99,705.51,716,XYZ Company,2/18/2021,9/12/2025,Discontinued
229,SuperWidget,road,Specialized,34.99,302.6,356,ABC Suppliers,6/16/2018,10/13/2025,Out of Stock
230,SuperWidget,cruiser,Cannondale,39.99,997.48,960,Best Deals Inc.,12/16/2014,10/7/2025,Discontinued
231,UltraThing,hybrid,Specialized,3.89,948.54,251,XYZ Company,11/23/2018,8/22/2025,Out of Stock
232,TechMaster,hybrid,Bianchi,39.99,423.52,924,XYZ Company,11/19/2013,8/29/2025,Available
233,TechMaster,BMX,Giant,3.49,965.73,290,Best Deals Inc.,9/24/2016,1/25/2026,Available
234,PowerBlaster,mountain,Giant,24.99,706.14,251,123 Distributors,8/21/2011,4/16/2026,Out of Stock
235,PowerBlaster,BMX,Scott,29.99,965.68,645,123 Distributors,9/5/2014,8/21/2025,Available
236,MegaGizmo,BMX,Specialized,4.99,26.57,225,123 Distributors,12/2/2011,10/26/2025,Out of Stock
237,UltraThing,hybrid,Bianchi,69.99,836.41,484,ABC Suppliers,5/22/2014,6/14/2025,Discontinued
238,MegaGizmo,mountain,Bianchi,19.99,701.57,647,ABC Suppliers,8/17/2017,3/6/2026,Discontinued
239,PowerBlaster,mountain,Trek,2.79,730.96,340,Best Deals Inc.,8/5/2012,11/20/2025,Out of Stock
240,MegaGizmo,cruiser,Specialized,3.49,419.98,728,Best Deals Inc.,6/4/2013,7/15/2025,Discontinued
241,MegaGizmo,hybrid,Specialized,79.99,162.0,888,Best Deals Inc.,2/6/2012,3/9/2026,Available
242,MegaGizmo,road,Cannondale,2.99,170.09,538,123 Distributors,10/5/2016,1/23/2026,Available
243,MegaGizmo,road,Cannondale,19.99,49.68,513,123 Distributors,9/29/2017,11/25/2025,Available
244,TechMaster,BMX,Specialized,29.99,433.76,882,123 Distributors,9/18/2017,1/27/2026,Out of Stock
245,TechMaster,road,Bianchi,24.99,79.07,480,Best Deals Inc.,2/9/2013,9/13/2025,Available
246,UltraThing,hybrid,Bianchi,54.99,501.26,963,123 Distributors,6/12/2020,5/26/2025,Available
247,PowerBlaster,BMX,Scott,10.99,970.81,107,123 Distributors,3/14/2018,10/24/2025,Out of Stock
248,SuperWidget,hybrid,Bianchi,29.99,662.93,453,123 Distributors,4/29/2012,4/23/2026,Discontinued
249,TechMaster,cruiser,Bianchi,45.99,351.3,551,123 Distributors,3/5/2010,9/28/2025,Available
250,SuperWidget,cruiser,Trek,2.29,653.01,526,123 Distributors,6/8/2016,7/26/2025,Available
251,SuperWidget,mountain,Specialized,34.99,417.38,405,XYZ Company,7/24/2012,4/14/2026,Available
