product_id,product_name,category,brand,price,cost,stock_quantity,supplier,date_added,last_sold_date,status
20,Speed Demon,road,Scott,283.33,767.78,75.44,Best Deals Inc.,3/22/2021,11/14/2002,Available
21,City Slicker,mountain,Giant,778.13,260.78,847.06,XYZ Company,6/11/2012,8/24/2016,Available
22,City Slicker,mountain,Giant,288.79,760.43,993.43,Best Deals Inc.,2/1/2019,4/1/2020,Out of Stock
23,Speed Demon,hybrid,Trek,686.48,543.53,119.03,ABC Suppliers,6/24/2017,2/28/2021,Discontinued
24,City Slicker,BMX,Giant,344.9,713.65,277.72,123 Distributors,12/23/2017,6/4/2002,Discontinued
25,Urban Cruiser,cruiser,Trek,652.65,727.4,416.89,XYZ Company,12/22/2019,3/22/2002,Out of Stock
26,City Slicker,cruiser,Trek,352.0,528.31,434.94,123 Distributors,7/2/2003,3/24/2015,Discontinued
27,Speed Demon,road,Trek,461.26,937.65,570.74,Best Deals Inc.,5/1/2020,4/26/2010,Out of Stock
28,Trail Blazer,mountain,Trek,807.43,969.29,529.65,123 Distributors,4/5/2010,9/22/2002,Available
29,Speed Demon,road,Trek,187.63,130.35,328.73,Best Deals Inc.,12/4/2012,6/12/2006,Discontinued
30,Speed Demon,BMX,Giant,29.98,874.74,434.26,ABC Suppliers,10/26/2022,9/19/2023,Out of Stock
31,Mountain Beast,road,Bianchi,154.46,129.68,67.42,ABC Suppliers,3/20/2005,2/9/2013,Available
32,Mountain Beast,road,Specialized,378.53,387.03,561.26,XYZ Company,2/11/2020,5/26/2003,Available
33,City Slicker,BMX,Bianchi,499.83,494.55,438.02,123 Distributors,4/17/2001,9/27/2005,Available
34,Trail Blazer,hybrid,Bianchi,533.18,67.42,546.13,Best Deals Inc.,4/22/2007,5/8/2008,Discontinued
35,Urban Cruiser,road,Giant,960.72,72.4,273.52,Best Deals Inc.,5/10/2020,4/22/2005,Out of Stock
36,Speed Demon,cruiser,Bianchi,977.7,586.97,660.75,XYZ Company,2/1/2009,7/29/2022,Out of Stock
37,Speed Demon,BMX,Bianchi,602.12,538.51,70.85,XYZ Company,11/23/2001,5/2/2009,Available
38,City Slicker,hybrid,Specialized,866.5,86.56,7.74,Best Deals Inc.,6/24/2003,11/18/2016,Discontinued
39,Urban Cruiser,BMX,Trek,95.93,957.21,658.59,XYZ Company,3/13/2016,9/9/2004,Discontinued
40,Trail Blazer,BMX,Scott,281.75,749.3,967.24,123 Distributors,7/8/2005,8/17/2022,Discontinued
41,Trail Blazer,road,Cannondale,810.0,360.72,830.63,Best Deals Inc.,7/4/2000,8/3/2009,Discontinued
42,Urban Cruiser,mountain,Cannondale,176.7,529.83,194.59,123 Distributors,4/3/2006,12/11/2004,Discontinued
43,Urban Cruiser,BMX,Specialized,832.75,425.23,127.11,XYZ Company,1/22/2006,5/24/2012,Discontinued
44,Trail Blazer,road,Bianchi,379.56,402.02,852.75,XYZ Company,9/7/2008,1/13/2014,Out of Stock
45,Trail Blazer,road,Trek,120.12,205.62,452.48,XYZ Company,1/4/2022,11/16/2005,Available
46,Mountain Beast,mountain,Scott,764.84,268.45,307.06,XYZ Company,9/17/2019,6/26/2002,Out of Stock
47,City Slicker,BMX,Bianchi,621.75,173.24,380.36,Best Deals Inc.,8/8/2006,5/18/2019,Discontinued
48,City Slicker,mountain,Giant,961.3,267.63,123.41,ABC Suppliers,9/29/2018,12/21/2016,Discontinued
49,Urban Cruiser,BMX,Scott,306.8,474.24,291.17,XYZ Company,1/30/2005,7/27/2021,Discontinued
50,Trail Blazer,hybrid,Trek,548.66,486.41,8.53,ABC Suppliers,11/16/2014,9/11/2018,Out of Stock
51,Trail Blazer,mountain,Cannondale,454.5,22.35,209.05,XYZ Company,12/11/2000,6/19/2006,Out of Stock
52,Urban Cruiser,BMX,Giant,9.71,4.91,476.32,123 Distributors,4/28/2022,6/30/2002,Available
53,Trail Blazer,mountain,Trek,28.9,376.7,244.03,ABC Suppliers,10/4/2001,7/14/2013,Available
54,City Slicker,BMX,Scott,24.82,407.61,305.23,123 Distributors,5/19/2007,9/18/2005,Available
55,Urban Cruiser,BMX,Bianchi,665.7,61.59,494.42,Best Deals Inc.,8/26/2018,3/12/2019,Out of Stock
56,Speed Demon,BMX,Cannondale,857.66,32.65,758.62,123 Distributors,1/28/2022,12/2/2016,Available
57,Urban Cruiser,BMX,Scott,86.23,262.38,904.11,ABC Suppliers,9/30/2004,3/3/2018,Discontinued
58,Trail Blazer,hybrid,Bianchi,391.87,318.85,123.99,ABC Suppliers,9/13/2016,10/24/2016,Discontinued
59,Speed Demon,road,Trek,198.97,439.08,89.72,ABC Suppliers,6/4/2006,10/28/2002,Available
60,Urban Cruiser,road,Giant,921.5,249.08,322.99,ABC Suppliers,7/29/2017,7/18/2002,Available
61,City Slicker,cruiser,Scott,904.43,748.32,748.22,Best Deals Inc.,5/23/2022,1/22/2008,Discontinued
62,City Slicker,hybrid,Trek,471.2,970.02,946.14,123 Distributors,10/10/2018,6/28/2019,Available
63,City Slicker,hybrid,Bianchi,556.98,788.29,225.28,Best Deals Inc.,7/14/2004,3/5/2005,Discontinued
64,City Slicker,mountain,Cannondale,355.56,999.52,203.05,Best Deals Inc.,4/25/2019,4/28/2006,Available
65,Trail Blazer,road,Bianchi,797.4,307.46,484.27,Best Deals Inc.,5/4/2016,4/1/2002,Available
66,Trail Blazer,cruiser,Giant,567.28,814.71,948.69,123 Distributors,1/27/2004,7/30/2017,Available
67,Trail Blazer,BMX,Specialized,770.87,367.97,53.38,ABC Suppliers,7/24/2010,1/24/2005,Available
68,City Slicker,road,Specialized,848.12,658.4,160.96,XYZ Company,2/17/2009,5/12/2018,Available
69,Trail Blazer,mountain,Giant,806.79,873.89,485.46,XYZ Company,8/7/2012,3/30/2006,Out of Stock
70,Urban Cruiser,hybrid,Bianchi,418.91,355.36,730.98,ABC Suppliers,11/13/2006,7/1/2010,Out of Stock
71,Speed Demon,hybrid,Bianchi,265.51,641.15,567.16,XYZ Company,1/11/2014,6/8/2016,Out of Stock
72,Mountain Beast,BMX,Cannondale,446.0,821.09,772.28,ABC Suppliers,12/27/2005,8/9/2016,Out of Stock
73,Speed Demon,cruiser,Cannondale,689.31,492.51,398.37,123 Distributors,12/24/2013,11/3/2002,Available
74,Trail Blazer,hybrid,Trek,833.02,918.44,360.32,ABC Suppliers,5/1/2022,9/25/2008,Discontinued
75,Speed Demon,road,Trek,382.0,14.5,490.11,ABC Suppliers,10/7/2006,3/31/2007,Discontinued
76,Mountain Beast,cruiser,Trek,208.92,42.68,682.29,XYZ Company,9/26/2022,7/31/2008,Discontinued
77,Trail Blazer,hybrid,Trek,426.31,131.37,965.65,123 Distributors,5/5/2001,12/20/2002,Out of Stock
78,Trail Blazer,road,Cannondale,388.98,872.72,992.98,ABC Suppliers,3/2/2001,2/9/2012,Available
79,Mountain Beast,BMX,Specialized,213.79,666.93,894.28,ABC Suppliers,1/30/2001,11/28/2022,Out of Stock
80,Speed Demon,road,Giant,775.07,527.56,3.63,Best Deals Inc.,2/2/2017,2/20/2020,Discontinued
81,Urban Cruiser,BMX,Giant,702.3,644.45,11.85,XYZ Company,9/19/2014,10/26/2017,Out of Stock
82,Trail Blazer,mountain,Scott,314.88,435.42,354.59,ABC Suppliers,6/3/2014,1/22/2007,Out of Stock
83,City Slicker,mountain,Scott,338.12,775.48,147.56,Best Deals Inc.,11/2/2004,11/29/2022,Discontinued
84,Mountain Beast,hybrid,Specialized,808.03,159.87,866.91,ABC Suppliers,12/31/2001,1/16/2023,Out of Stock
85,Urban Cruiser,mountain,Bianchi,101.14,634.77,892.57,XYZ Company,9/21/2011,12/5/2010,Discontinued
86,Urban Cruiser,road,Giant,934.21,125.76,369.39,123 Distributors,2/19/2007,7/21/2007,Out of Stock
87,Speed Demon,road,Scott,386.32,864.46,151.05,123 Distributors,2/24/2020,5/16/2011,Available
88,Speed Demon,cruiser,Specialized,654.29,647.77,227.01,XYZ Company,11/6/2012,11/27/2017,Discontinued
89,City Slicker,mountain,Scott,527.93,700.23,354.14,Best Deals Inc.,6/29/2005,12/14/2010,Discontinued
90,Speed Demon,road,Specialized,997.13,682.51,207.36,123 Distributors,2/13/2002,2/12/2002,Discontinued
91,Mountain Beast,road,Giant,54.11,96.99,940.52,ABC Suppliers,9/12/2022,8/12/2004,Available
92,Trail Blazer,hybrid,Scott,325.24,387.73,317.26,123 Distributors,4/30/2019,11/20/2021,Out of Stock
93,Mountain Beast,mountain,Bianchi,166.99,773.47,806.07,Best Deals Inc.,5/15/2002,6/3/2005,Available
94,Trail Blazer,road,Scott,451.08,355.06,860.27,ABC Suppliers,7/24/2001,10/21/2021,Discontinued
95,Speed Demon,hybrid,Trek,200.33,985.75,280.33,XYZ Company,8/28/2011,6/29/2023,Discontinued
96,Mountain Beast,mountain,Giant,10.73,754.01,219.66,Best Deals Inc.,1/29/2004,1/17/2013,Discontinued
97,Urban Cruiser,mountain,Giant,152.29,755.41,642.48,XYZ Company,8/9/2014,11/29/2010,Out of Stock
98,Urban Cruiser,mountain,Scott,942.01,196.01,547.47,ABC Suppliers,12/19/2009,12/20/2017,Discontinued
99,Trail Blazer,road,Bianchi,805.18,574.43,925.89,Best Deals Inc.,3/9/2020,5/7/2021,Available
100,Speed Demon,BMX,Bianchi,614.91,524.7,222.04,Best Deals Inc.,10/15/2021,6/10/2019,Discontinued
101,City Slicker,road,Trek,98.68,952.02,932.48,ABC Suppliers,6/17/2010,5/29/2020,Out of Stock
102,Speed Demon,cruiser,Giant,450.41,940.95,674.17,XYZ Company,8/18/2004,12/24/2006,Available
103,City Slicker,mountain,Trek,171.44,103.58,11.3,Best Deals Inc.,9/17/2018,1/6/2007,Available
104,Speed Demon,mountain,Trek,386.29,886.51,872.65,Best Deals Inc.,8/1/2002,7/7/2021,Available
105,Trail Blazer,road,Giant,863.79,439.94,16.52,ABC Suppliers,12/29/2018,8/19/2018,Available
106,City Slicker,road,Cannondale,159.36,350.08,303.09,ABC Suppliers,7/3/2008,12/20/2023,Discontinued
107,Urban Cruiser,cruiser,Specialized,674.52,393.07,122.05,XYZ Company,10/19/2007,7/1/2008,Available
108,Urban Cruiser,cruiser,Giant,640.84,372.05,180.65,XYZ Company,12/1/2021,10/23/2021,Discontinued
109,Mountain Beast,hybrid,Giant,918.64,566.54,160.89,ABC Suppliers,8/24/2018,10/23/2012,Out of Stock
110,Mountain Beast,cruiser,Cannondale,998.77,163.41,237.22,Best Deals Inc.,2/22/2012,9/17/2013,Out of Stock
111,Mountain Beast,road,Cannondale,171.31,560.92,542.17,123 Distributors,7/2/2020,10/13/2006,Out of Stock
112,Trail Blazer,road,Scott,278.88,470.13,375.79,XYZ Company,8/7/2007,10/24/2002,Discontinued
113,Urban Cruiser,BMX,Cannondale,697.39,811.96,658.81,XYZ Company,11/19/2019,5/5/2023,Discontinued
114,Trail Blazer,hybrid,Specialized,484.58,183.88,792.88,XYZ Company,9/11/2007,11/14/2015,Out of Stock
115,City Slicker,cruiser,Specialized,197.77,608.07,196.43,ABC Suppliers,8/6/2021,1/20/2011,Available
116,Mountain Beast,cruiser,Specialized,811.15,107.31,389.84,123 Distributors,11/29/2016,5/1/2020,Discontinued
117,Mountain Beast,road,Specialized,337.1,606.92,156.02,123 Distributors,12/16/2014,9/7/2022,Discontinued
118,Mountain Beast,BMX,Bianchi,297.89,640.07,300.95,123 Distributors,10/28/2002,6/26/2018,Available
119,Mountain Beast,BMX,Specialized,11.71,177.46,559.05,123 Distributors,2/23/2021,11/29/2002,Available
120,Mountain Beast,BMX,Scott,286.36,459.86,772.74,Best Deals Inc.,3/9/2000,6/5/2019,Out of Stock
121,Speed Demon,cruiser,Giant,192.13,874.97,512.16,XYZ Company,3/24/2021,5/7/2007,Out of Stock
122,Speed Demon,hybrid,Trek,737.48,868.57,668.25,123 Distributors,7/2/2014,7/24/2019,Out of Stock
123,Speed Demon,road,Bianchi,672.36,66.53,87.58,ABC Suppliers,2/4/2010,5/3/2007,Discontinued
124,Trail Blazer,hybrid,Cannondale,723.56,392.6,34.44,123 Distributors,2/28/2012,12/14/2022,Available
125,Trail Blazer,mountain,Bianchi,311.46,958.07,923.33,Best Deals Inc.,8/9/2016,9/23/2013,Out of Stock
126,Speed Demon,mountain,Bianchi,923.86,323.68,992.72,123 Distributors,12/23/2010,12/10/2018,Discontinued
127,Trail Blazer,BMX,Giant,864.96,502.18,797.5,Best Deals Inc.,7/2/2008,8/27/2017,Discontinued
128,City Slicker,BMX,Cannondale,959.29,138.31,194.66,ABC Suppliers,11/30/2002,9/1/2010,Available
129,Mountain Beast,hybrid,Scott,497.63,37.83,226.61,123 Distributors,3/22/2002,5/21/2013,Out of Stock
130,Mountain Beast,BMX,Scott,422.61,495.39,270.95,ABC Suppliers,12/6/2006,6/5/2008,Out of Stock
131,Urban Cruiser,hybrid,Trek,769.75,855.1,175.44,Best Deals Inc.,7/31/2006,3/31/2011,Discontinued
132,Trail Blazer,hybrid,Trek,366.58,161.43,872.04,Best Deals Inc.,1/9/2017,7/27/2023,Discontinued
133,City Slicker,hybrid,Giant,929.69,761.46,574.6,Best Deals Inc.,12/11/2003,6/15/2019,Available
134,Urban Cruiser,cruiser,Scott,438.23,729.99,169.25,Best Deals Inc.,6/8/2002,1/23/2006,Out of Stock
135,Speed Demon,BMX,Cannondale,203.04,273.39,109.19,ABC Suppliers,1/23/2000,9/22/2007,Discontinued
136,Mountain Beast,BMX,Scott,893.76,124.15,282.9,Best Deals Inc.,9/24/2010,8/7/2022,Out of Stock
137,Urban Cruiser,BMX,Scott,620.23,478.71,765.36,Best Deals Inc.,2/26/2013,9/23/2019,Available
138,Speed Demon,BMX,Bianchi,695.29,834.98,790.61,XYZ Company,2/2/2019,1/1/2006,Available
139,City Slicker,road,Bianchi,291.1,634.77,53.47,XYZ Company,8/8/2022,5/17/2017,Discontinued
140,Mountain Beast,mountain,Specialized,795.11,302.06,148.73,123 Distributors,7/26/2014,2/21/2024,Available
141,Speed Demon,cruiser,Scott,777.79,73.66,362.17,XYZ Company,6/11/2020,12/12/2005,Discontinued
142,City Slicker,mountain,Scott,528.01,152.64,195.32,Best Deals Inc.,11/2/2018,9/19/2019,Out of Stock
143,Urban Cruiser,mountain,Specialized,541.73,83.27,815.2,Best Deals Inc.,3/4/2018,12/24/2004,Out of Stock
144,City Slicker,mountain,Cannondale,824.51,747.03,412.16,ABC Suppliers,1/19/2000,3/30/2002,Out of Stock
145,Trail Blazer,cruiser,Trek,74.21,373.37,569.26,XYZ Company,9/6/2020,8/17/2020,Discontinued
146,Mountain Beast,cruiser,Bianchi,264.82,277.17,964.91,XYZ Company,7/4/2016,5/13/2012,Available
147,Mountain Beast,mountain,Scott,957.74,631.36,107.83,Best Deals Inc.,9/13/2007,4/29/2014,Out of Stock
148,Speed Demon,cruiser,Bianchi,164.37,744.19,974.33,Best Deals Inc.,1/23/2015,10/10/2013,Out of Stock
149,Mountain Beast,mountain,Trek,59.37,504.52,435.54,123 Distributors,8/27/2000,2/24/2002,Discontinued
150,Urban Cruiser,hybrid,Giant,649.06,314.93,751.82,Best Deals Inc.,7/26/2016,10/21/2006,Available
151,City Slicker,hybrid,Cannondale,955.93,667.76,0.28,123 Distributors,11/30/2008,9/12/2013,Discontinued
152,Trail Blazer,mountain,Cannondale,35.14,459.24,591.99,ABC Suppliers,8/28/2013,11/19/2017,Discontinued
153,Trail Blazer,BMX,Specialized,860.66,498.6,291.78,Best Deals Inc.,11/3/2000,11/20/2007,Out of Stock
154,Trail Blazer,BMX,Specialized,430.3,689.29,621.12,ABC Suppliers,10/24/2022,11/20/2015,Available
155,Trail Blazer,hybrid,Trek,528.78,118.66,57.25,Best Deals Inc.,12/15/2014,10/5/2021,Out of Stock
156,Speed Demon,mountain,Cannondale,826.0,348.99,244.37,ABC Suppliers,4/1/2019,7/24/2017,Discontinued
157,City Slicker,hybrid,Cannondale,10.62,435.65,398.79,XYZ Company,5/22/2000,6/12/2019,Discontinued
158,City Slicker,cruiser,Bianchi,889.38,778.07,0.84,ABC Suppliers,4/5/2010,1/11/2003,Available
159,Trail Blazer,mountain,Bianchi,150.92,527.13,18.4,123 Distributors,2/11/2002,6/12/2010,Out of Stock
160,City Slicker,cruiser,Giant,350.9,389.38,331.01,XYZ Company,4/22/2015,3/14/2013,Out of Stock
161,City Slicker,cruiser,Cannondale,827.84,871.62,870.98,ABC Suppliers,7/26/2011,5/6/2011,Out of Stock
162,Speed Demon,hybrid,Giant,982.18,509.91,722.52,ABC Suppliers,12/1/2020,4/20/2003,Available
163,Speed Demon,road,Bianchi,533.76,82.3,760.47,123 Distributors,10/16/2001,11/12/2009,Available
164,Urban Cruiser,mountain,Bianchi,696.48,42.67,547.38,Best Deals Inc.,9/26/2017,3/15/2010,Available
165,Mountain Beast,cruiser,Specialized,507.01,68.54,820.87,Best Deals Inc.,11/5/2008,1/2/2004,Discontinued
166,Speed Demon,road,Bianchi,74.99,856.35,404.72,123 Distributors,8/3/2011,8/1/2017,Available
167,Speed Demon,road,Cannondale,983.89,19.03,760.73,ABC Suppliers,6/21/2012,9/29/2009,Available
168,City Slicker,cruiser,Trek,67.68,485.94,588.27,Best Deals Inc.,7/28/2020,8/3/2013,Discontinued
169,Urban Cruiser,BMX,Giant,328.37,498.71,4.66,Best Deals Inc.,5/2/2008,2/19/2010,Available
170,Urban Cruiser,mountain,Trek,84.16,754.58,130.3,ABC Suppliers,7/9/2010,12/26/2016,Available
171,Urban Cruiser,hybrid,Trek,724.41,863.63,954.26,ABC Suppliers,7/23/2019,6/4/2003,Available
172,Mountain Beast,BMX,Giant,178.74,482.35,569.35,ABC Suppliers,9/16/2022,6/19/2012,Discontinued
173,Urban Cruiser,mountain,Giant,327.73,245.04,714.23,XYZ Company,11/5/2003,9/25/2021,Discontinued
174,City Slicker,mountain,Scott,2.51,284.11,4.28,Best Deals Inc.,3/9/2017,3/9/2019,Discontinued
175,Mountain Beast,mountain,Trek,861.47,978.26,461.2,ABC Suppliers,4/5/2001,8/17/2010,Available
176,Mountain Beast,hybrid,Cannondale,808.62,357.03,433.21,123 Distributors,2/16/2007,11/19/2014,Out of Stock
177,Urban Cruiser,BMX,Specialized,41.07,878.81,851.85,ABC Suppliers,2/23/2007,11/19/2007,Discontinued
178,Mountain Beast,mountain,Cannondale,242.56,978.42,485.58,123 Distributors,8/26/2012,6/13/2004,Out of Stock
179,City Slicker,mountain,Specialized,32.04,871.32,4.76,Best Deals Inc.,10/27/2010,5/15/2014,Out of Stock
180,Speed Demon,hybrid,Trek,368.47,424.38,505.39,XYZ Company,11/17/2006,10/11/2003,Discontinued
181,Mountain Beast,hybrid,Specialized,695.37,428.5,668.38,ABC Suppliers,9/10/2001,8/21/2018,Discontinued
182,Trail Blazer,cruiser,Bianchi,345.12,733.39,409.65,Best Deals Inc.,11/5/2013,2/14/2010,Discontinued
183,Speed Demon,cruiser,Cannondale,75.09,486.24,315.04,Best Deals Inc.,10/7/2003,1/18/2012,Discontinued
184,Urban Cruiser,cruiser,Bianchi,728.01,539.05,491.09,ABC Suppliers,7/5/2012,1/12/2003,Discontinued
185,City Slicker,hybrid,Specialized,679.77,851.59,87.74,123 Distributors,5/22/2003,5/20/2008,Discontinued
186,Trail Blazer,cruiser,Specialized,26.49,760.5,497.86,123 Distributors,2/28/2022,10/4/2002,Out of Stock
187,Trail Blazer,road,Trek,457.42,157.43,800.08,XYZ Company,2/11/2017,4/6/2018,Out of Stock
188,Trail Blazer,mountain,Scott,543.07,6.63,684.88,XYZ Company,5/15/2005,9/20/2018,Out of Stock
189,Speed Demon,mountain,Bianchi,100.35,447.97,785.02,ABC Suppliers,7/10/2015,7/25/2024,Discontinued
190,City Slicker,cruiser,Cannondale,887.07,885.08,823.6,ABC Suppliers,9/12/2010,1/20/2012,Discontinued
191,Speed Demon,BMX,Scott,885.49,699.38,566.19,XYZ Company,6/10/2003,11/9/2020,Discontinued
192,Urban Cruiser,cruiser,Bianchi,979.95,734.75,919.34,XYZ Company,4/10/2012,8/3/2015,Available
193,Trail Blazer,hybrid,Specialized,628.11,125.69,224.68,Best Deals Inc.,2/21/2012,12/3/2003,Out of Stock
194,Urban Cruiser,mountain,Trek,692.49,875.2,678.08,Best Deals Inc.,8/29/2018,10/9/2023,Out of Stock
195,Mountain Beast,mountain,Trek,866.32,508.73,736.3,Best Deals Inc.,6/28/2000,3/4/2008,Out of Stock
196,City Slicker,road,Giant,893.8,334.75,417.71,Best Deals Inc.,1/1/2002,8/28/2011,Available
197,Trail Blazer,BMX,Giant,893.83,411.29,716.47,ABC Suppliers,6/25/2005,10/16/2014,Available
198,Speed Demon,BMX,Specialized,800.36,45.37,21.24,XYZ Company,12/31/2018,4/9/2013,Out of Stock
199,Speed Demon,road,Bianchi,272.7,722.37,276.76,XYZ Company,6/16/2017,2/24/2014,Available
200,Urban Cruiser,hybrid,Specialized,905.54,698.39,855.27,XYZ Company,5/17/2002,10/16/2008,Discontinued
201,Trail Blazer,mountain,Trek,184.76,935.5,44.83,123 Distributors,3/16/2006,7/19/2004,Discontinued
202,Speed Demon,cruiser,Scott,436.3,915.76,14.01,123 Distributors,12/2/2012,8/21/2023,Out of Stock
203,Trail Blazer,mountain,Cannondale,899.77,452.18,565.12,Best Deals Inc.,7/21/2021,8/15/2018,Out of Stock
204,Urban Cruiser,mountain,Scott,758.78,336.07,544.28,XYZ Company,2/12/2018,4/15/2002,Out of Stock
205,Mountain Beast,BMX,Bianchi,379.82,628.13,809.33,XYZ Company,8/20/2008,7/11/2010,Out of Stock
206,Urban Cruiser,mountain,Trek,882.76,805.87,779.11,ABC Suppliers,12/25/2015,9/30/2006,Discontinued
207,City Slicker,cruiser,Bianchi,131.64,719.61,269.88,Best Deals Inc.,9/25/2022,5/11/2014,Out of Stock
208,Urban Cruiser,mountain,Scott,290.54,440.59,752.06,123 Distributors,11/3/2005,7/3/2006,Out of Stock
209,Urban Cruiser,BMX,Cannondale,224.41,81.9,810.46,XYZ Company,10/20/2013,4/15/2004,Available
210,Trail Blazer,mountain,Trek,439.95,508.05,201.5,ABC Suppliers,9/8/2021,2/24/2023,Available
211,Urban Cruiser,mountain,Scott,183.33,856.47,193.72,123 Distributors,11/20/2022,4/17/2009,Out of Stock
212,Urban Cruiser,BMX,Specialized,803.04,522.25,2.72,XYZ Company,7/7/2018,1/7/2014,Available
213,Trail Blazer,hybrid,Giant,206.98,505.21,186.12,XYZ Company,5/27/2018,6/22/2011,Available
214,Mountain Beast,BMX,Cannondale,82.43,198.67,529.41,Best Deals Inc.,3/13/2011,7/19/2023,Available
215,City Slicker,cruiser,Bianchi,358.21,144.56,138.9,ABC Suppliers,4/28/2006,12/29/2014,Out of Stock
216,Speed Demon,cruiser,Giant,822.52,745.53,469.24,ABC Suppliers,3/19/2008,10/14/2010,Available
217,Trail Blazer,hybrid,Trek,734.7,174.73,62.88,123 Distributors,11/18/2005,3/2/2015,Out of Stock
218,Trail Blazer,cruiser,Giant,785.27,409.02,299.69,ABC Suppliers,7/17/2000,9/12/2008,Out of Stock
219,City Slicker,BMX,Bianchi,180.37,65.51,352.78,123 Distributors,6/19/2015,7/10/2014,Discontinued
220,Trail Blazer,hybrid,Giant,515.17,710.47,258.26,XYZ Company,12/26/2001,2/15/2010,Out of Stock
221,Urban Cruiser,hybrid,Scott,399.97,400.1,858.81,ABC Suppliers,4/21/2021,9/23/2020,Discontinued
222,Speed Demon,hybrid,Specialized,63.23,793.32,825.38,XYZ Company,2/13/2006,10/27/2007,Out of Stock
223,Trail Blazer,cruiser,Scott,763.71,573.27,835.95,Best Deals Inc.,7/7/2010,9/6/2019,Available
224,Trail Blazer,mountain,Trek,3.32,184.31,90.38,XYZ Company,11/4/2013,9/6/2012,Available
225,City Slicker,mountain,Specialized,526.68,294.68,890.14,ABC Suppliers,6/5/2012,6/8/2007,Available
226,Urban Cruiser,hybrid,Scott,730.77,112.3,656.77,XYZ Company,5/3/2002,12/14/2023,Available
227,Urban Cruiser,road,Scott,700.72,319.26,585.34,123 Distributors,1/8/2021,5/14/2020,Available
228,Trail Blazer,BMX,Scott,864.33,343.88,807.48,Best Deals Inc.,10/12/2021,7/1/2008,Out of Stock
229,Speed Demon,road,Bianchi,633.94,636.63,908.77,Best Deals Inc.,2/10/2003,10/6/2014,Discontinued
230,Mountain Beast,road,Trek,678.57,685.91,415.37,123 Distributors,11/24/2007,7/7/2005,Out of Stock
231,Trail Blazer,hybrid,Trek,409.26,48.21,335.93,XYZ Company,9/10/2015,7/23/2021,Out of Stock
232,Mountain Beast,BMX,Cannondale,600.95,333.72,140.16,123 Distributors,12/29/2013,5/17/2015,Out of Stock
233,Trail Blazer,cruiser,Bianchi,32.79,775.31,516.16,123 Distributors,3/30/2012,2/1/2019,Discontinued
234,Mountain Beast,cruiser,Specialized,191.62,523.08,170.62,ABC Suppliers,5/30/2015,7/18/2022,Discontinued
235,Mountain Beast,hybrid,Bianchi,915.57,160.37,83.59,Best Deals Inc.,9/7/2001,9/21/2006,Available
236,Trail Blazer,BMX,Bianchi,858.02,148.64,758.92,XYZ Company,4/7/2002,3/8/2009,Out of Stock
237,Urban Cruiser,mountain,Trek,815.9,434.69,501.84,Best Deals Inc.,4/14/2017,1/21/2005,Out of Stock
238,Speed Demon,BMX,Trek,392.09,75.5,765.53,Best Deals Inc.,12/8/2011,4/7/2012,Available
239,Urban Cruiser,hybrid,Scott,493.67,865.63,960.17,123 Distributors,5/27/2011,8/3/2004,Discontinued
